_r,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,phot_g_mean_mag,bp_rp,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error
0.0009,276.46292678161,-39.53403099962,7775.61328,5197.06006,10289.3506,17.60161934282875,0.7179628895072937,0.003093,0.011222,0.008249
0.1922,276.46706018913,-39.53410207989,1668.70044,1507.37292,1899.51782,16.832506271900176,0.8424796060066223,0.002884,0.008638,0.005206
0.2296,276.46778488332,-39.5333269901,346.1763,307.91394,402.071991,19.555231092643737,2.503108055913925,0.006124,0.18074,0.027213
0.4035,276.471608661,-39.53359196398,2847.57617,2039.78638,3362.09741,19.942994066604616,2.173600859479904,0.007229,0.162435,0.036109
0.4275,276.45810212621,-39.54011909223,2034.46826,1685.60083,2570.67554,17.238898359577178,1.113196720574379,0.002992,0.011358,0.006898
0.6794,276.45673912674,-39.54431063017,805.376343,761.050781,845.101135,16.170951694545746,1.2088492825803756,0.002843,0.007928,0.005144
0.7125,276.46512319286,-39.54578587706,845.554199,781.2854,917.406372,17.27422284542847,1.7090460093383788,0.003041,0.018067,0.005858
0.7145,276.4782039592,-39.53566218995,4647.78223,4297.2832,5092.90771,13.608055470300675,1.1179555556726455,0.002762,0.002931,0.003833
0.7733,276.47383672656,-39.54378390752,1737.61011,1449.20618,2087.25195,17.460366775339125,0.9609137096986771,0.003046,0.012353,0.008274
0.801,276.46971282021,-39.54631002896,1768.44421,1520.55859,2192.66724,17.127975560459138,0.9245730441608428,0.002958,0.013336,0.006394
0.8096,276.44637035142,-39.53844016105,1266.96265,1131.1239,1420.29138,16.76315710972786,1.1119934536495208,0.002926,0.006209,0.005545
1.0106,276.44605644779,-39.54475010562,492.325623,461.104279,525.745178,17.7699355323143,1.7516308934774398,0.005231,0.044449,0.018321
1.0332,276.44379629365,-39.54294002918,1964.61292,1718.99719,2203.82886,16.572048012889862,0.8706955417165756,0.002885,0.006973,0.006262
1.0371,276.48286144625,-39.54190572042,3725.91528,3037.67383,4692.16211,16.335741092538832,0.7598509114599228,0.00286,0.008547,0.010415
1.1331,276.44202530036,-39.52417426557,1013.68066,978.55188,1052.44141,14.944271580192567,0.8661490917005539,0.002775,0.003598,0.004113
1.1824,276.4414522243,-39.54473925036,1714.50854,1643.63086,1781.23572,14.219586576684952,1.0591991040945052,0.002766,0.003031,0.003969
1.2331,276.46400925916,-39.55456887668,2933.24756,2577.09985,3350.85889,15.591320111873626,0.9792712758026123,0.002792,0.003737,0.004569
1.2543,276.48252016116,-39.54846548425,1967.00806,1508.18494,2426.52856,17.890782335388185,1.4798286326274872,0.003206,0.023061,0.008571
1.3996,276.43266969535,-39.53349865061,5231.12646,4450.4248,6691.96436,15.117784693561553,1.1462546968202592,0.002787,0.003945,0.004008
1.4317,276.4554987616,-39.510867138,3102.18091,2953.91455,3307.08838,11.4412723787117,1.696768140955925,0.002777,0.003154,0.003853
1.4424,276.46102889306,-39.51003807299,2863.84497,2353.68774,3447.45386,16.23144678222847,0.824209436952591,0.002852,0.005818,0.006958
1.463,276.45654224845,-39.55791840629,7017.77539,5836.60889,8178.49561,14.423363511775971,1.122694675274849,0.00277,0.003369,0.003973
1.4669,276.46397685736,-39.558468528,1277.06238,1010.14594,1545.01099,18.12089770488739,1.4171637000818254,0.003461,0.017987,0.012058
1.5141,276.43046247745,-39.53730192449,751.474792,736.126221,762.581299,14.039496225906372,0.7575137846307755,0.002777,0.002992,0.003987
1.5193,276.45461017089,-39.55853486112,3231.25244,2705.54688,3994.34058,16.07219789434624,0.7284271055812835,0.002843,0.010277,0.005084
1.574,276.47015040002,-39.5084033879,2419.09741,2051.08105,2851.80762,16.56552892189026,0.819365924246788,0.002871,0.00663,0.004828
